Date,Hour,load,T
2013/9/19,12,3519,67.00
2013/9/19,13,3525,69.33
2013/9/19,14,3545,72.33
2013/9/19,15,3537,73.33
2013/9/19,16,3526,74.33
2013/9/19,17,3545,74.33
2013/9/19,18,3573,73.33
2013/9/19,19,3600,72.00
2013/9/19,20,3713,65.67
2013/9/19,21,3577,60.33
2013/9/19,22,3276,57.00
2013/9/19,23,2913,55.33
2013/9/19,24,2624,54.33
2013/9/20,1,2433,53.33
2013/9/20,2,2338,51.00
2013/9/20,3,2284,49.67
2013/9/20,4,2279,49.67
2013/9/20,5,2362,49.33
2013/9/20,6,2601,48.00
2013/9/20,7,3029,48.33
2013/9/20,8,3246,48.00
2013/9/20,9,3354,53.67
2013/9/20,10,3430,59.00
2013/9/20,11,3513,65.67
2013/9/20,12,3544,69.67
2013/9/20,13,3545,73.33
2013/9/20,14,3570,74.67
2013/9/20,15,3533,76.33
2013/9/20,16,3522,75.67
2013/9/20,17,3506,76.33
2013/9/20,18,3498,75.00
2013/9/20,19,3507,72.33
2013/9/20,20,3593,67.00
2013/9/20,21,3446,64.67
2013/9/20,22,3204,62.33
2013/9/20,23,2917,60.67
2013/9/20,24,2654,60.33
2013/9/21,1,2453,58.33
2013/9/21,2,2337,57.67
2013/9/21,3,2272,57.67
2013/9/21,4,2247,56.67
2013/9/21,5,2245,57.33
2013/9/21,6,2340,56.67
2013/9/21,7,2519,56.00
2013/9/21,8,2765,56.33
2013/9/21,9,2999,56.33
2013/9/21,10,3118,58.33
2013/9/21,11,3188,60.00
2013/9/21,12,3190,64.33
2013/9/21,13,3172,67.33
2013/9/21,14,3153,70.00
2013/9/21,15,3099,70.33
2013/9/21,16,3108,71.33
2013/9/21,17,3191,71.33
2013/9/21,18,3276,70.00
2013/9/21,19,3352,68.67
2013/9/21,20,3430,67.67
2013/9/21,21,3312,66.67
2013/9/21,22,3100,66.33
2013/9/21,23,2849,64.33
2013/9/21,24,2621,64.67
2013/9/22,1,2455,64.67
2013/9/22,2,2359,64.33
2013/9/22,3,2309,64.33
2013/9/22,4,2296,64.33
2013/9/22,5,2301,63.67
2013/9/22,6,2367,63.00
2013/9/22,7,2493,61.33
2013/9/22,8,2680,61.67
2013/9/22,9,2942,60.67
2013/9/22,10,3141,61.67
2013/9/22,11,3242,62.67
2013/9/22,12,3292,64.00
2013/9/22,13,3304,64.67
2013/9/22,14,3269,65.67
2013/9/22,15,3230,66.00
2013/9/22,16,3215,65.33
2013/9/22,17,3261,65.00
2013/9/22,18,3348,64.00
2013/9/22,19,3430,60.67
2013/9/22,20,3494,58.00
2013/9/22,21,3317,55.67
2013/9/22,22,3016,54.33
2013/9/22,23,2721,53.00
2013/9/22,24,2478,50.67
2013/9/23,1,2328,49.33
2013/9/23,2,2252,48.33
2013/9/23,3,2224,46.33
2013/9/23,4,2233,47.00
2013/9/23,5,2323,45.67
2013/9/23,6,2601,45.00
2013/9/23,7,3078,46.00
2013/9/23,8,3308,46.33
2013/9/23,9,3386,47.67
2013/9/23,10,3442,49.67
2013/9/23,11,3490,51.67
2013/9/23,12,3505,52.33
2013/9/23,13,3446,54.33
2013/9/23,14,3429,55.33
2013/9/23,15,3382,56.00
2013/9/23,16,3358,56.33
2013/9/23,17,3394,55.33
2013/9/23,18,3494,55.00
2013/9/23,19,3621,53.00
2013/9/23,20,3696,50.67
2013/9/23,21,3504,50.00
2013/9/23,22,3216,48.67
2013/9/23,23,2881,49.00
2013/9/23,24,2605,47.67
2013/9/24,1,2438,47.33
2013/9/24,2,2355,46.00
2013/9/24,3,2313,46.00
2013/9/24,4,2310,45.33
2013/9/24,5,2394,45.67
2013/9/24,6,2680,45.33
2013/9/24,7,3145,45.00
2013/9/24,8,3348,45.00
2013/9/24,9,3385,47.33
2013/9/24,10,3427,49.67
2013/9/24,11,3467,52.00
2013/9/24,12,3454,55.33
2013/9/24,13,3431,56.33
2013/9/24,14,3429,58.67
2013/9/24,15,3400,59.67
2013/9/24,16,3391,60.00
2013/9/24,17,3429,61.00
2013/9/24,18,3531,59.67
2013/9/24,19,3650,58.67
2013/9/24,20,3734,55.33
2013/9/24,21,3531,54.00
2013/9/24,22,3221,53.00
2013/9/24,23,2868,50.67
2013/9/24,24,2588,48.67
2013/9/25,1,2429,48.00
2013/9/25,2,2343,44.67
2013/9/25,3,2303,44.00
2013/9/25,4,2294,42.67
2013/9/25,5,2384,43.00
2013/9/25,6,2652,42.67
2013/9/25,7,3128,42.67
2013/9/25,8,3343,44.00
2013/9/25,9,3390,48.00
2013/9/25,10,3409,53.67
2013/9/25,11,3449,57.33
2013/9/25,12,3449,60.00
2013/9/25,13,3445,61.67
2013/9/25,14,3454,62.33
2013/9/25,15,3415,63.33
2013/9/25,16,3398,64.33
2013/9/25,17,3422,63.67
2013/9/25,18,3511,62.33
2013/9/25,19,3639,60.67
2013/9/25,20,3722,57.67
2013/9/25,21,3536,56.00
2013/9/25,22,3225,55.67
2013/9/25,23,2871,54.00
2013/9/25,24,2611,53.33
2013/9/26,1,2439,52.00
2013/9/26,2,2351,50.33
2013/9/26,3,2309,48.00
2013/9/26,4,2300,46.67
2013/9/26,5,2397,46.33
2013/9/26,6,2674,45.67
2013/9/26,7,3151,44.00
2013/9/26,8,3367,44.00
2013/9/26,9,3422,47.33
2013/9/26,10,3460,51.33
2013/9/26,11,3495,55.67
2013/9/26,12,3497,59.33
2013/9/26,13,3475,62.33
2013/9/26,14,3465,62.33
2013/9/26,15,3414,64.33
2013/9/26,16,3394,64.67
2013/9/26,17,3408,65.33
2013/9/26,18,3469,64.33
2013/9/26,19,3590,62.33
2013/9/26,20,3695,58.67
2013/9/26,21,3541,59.00
2013/9/26,22,3246,57.67
2013/9/26,23,2902,57.00
2013/9/26,24,2621,56.00
2013/9/27,1,2444,56.00
2013/9/27,2,2348,56.00
2013/9/27,3,2302,56.00
2013/9/27,4,2308,55.00
2013/9/27,5,2388,54.67
2013/9/27,6,2647,54.33
2013/9/27,7,3101,54.33
2013/9/27,8,3317,54.33
2013/9/27,9,3392,55.33
2013/9/27,10,3441,57.00
2013/9/27,11,3492,58.67
2013/9/27,12,3500,61.33
2013/9/27,13,3475,62.33
2013/9/27,14,3456,64.00
2013/9/27,15,3398,66.00
2013/9/27,16,3365,67.00
2013/9/27,17,3373,67.33
2013/9/27,18,3397,67.33
2013/9/27,19,3470,64.67
2013/9/27,20,3525,59.00
2013/9/27,21,3383,55.67
2013/9/27,22,3158,53.00
2013/9/27,23,2868,52.00
2013/9/27,24,2604,50.33
2013/9/28,1,2413,50.00
2013/9/28,2,2298,49.33
2013/9/28,3,2247,48.33
2013/9/28,4,2226,47.33
2013/9/28,5,2247,47.00
2013/9/28,6,2361,45.67
2013/9/28,7,2569,46.00
2013/9/28,8,2818,45.67
2013/9/28,9,3058,49.33
2013/9/28,10,3172,54.67
2013/9/28,11,3190,60.33
2013/9/28,12,3180,64.33
2013/9/28,13,3150,68.33
2013/9/28,14,3105,69.33
2013/9/28,15,3069,72.00
2013/9/28,16,3072,71.33
2013/9/28,17,3113,71.00
2013/9/28,18,3204,70.00
2013/9/28,19,3298,65.67
2013/9/28,20,3364,60.33
2013/9/28,21,3211,58.00
2013/9/28,22,2994,54.00
2013/9/28,23,2746,53.00
2013/9/28,24,2505,50.33
2013/9/29,1,2338,49.00
2013/9/29,2,2232,48.00
2013/9/29,3,2186,47.00
2013/9/29,4,2159,47.67
2013/9/29,5,2181,47.33
2013/9/29,6,2262,47.33
2013/9/29,7,2420,47.00
2013/9/29,8,2643,46.33
2013/9/29,9,2908,47.33
2013/9/29,10,3067,50.33
2013/9/29,11,3115,53.00
2013/9/29,12,3123,59.33
2013/9/29,13,3103,65.00
2013/9/29,14,3071,67.00
2013/9/29,15,3035,68.00
2013/9/29,16,3060,68.00
2013/9/29,17,3164,68.33
2013/9/29,18,3305,66.67
2013/9/29,19,3461,63.67
2013/9/29,20,3509,59.00
2013/9/29,21,3339,55.33
2013/9/29,22,3034,53.33
2013/9/29,23,2741,50.67
2013/9/29,24,2498,49.33
2013/9/30,1,2347,48.00
2013/9/30,2,2263,45.67
2013/9/30,3,2235,44.33
2013/9/30,4,2241,44.67
2013/9/30,5,2335,45.00
2013/9/30,6,2614,45.00
2013/9/30,7,3099,45.00
2013/9/30,8,3326,44.33
2013/9/30,9,3379,46.00
2013/9/30,10,3413,49.33
2013/9/30,11,3459,52.00
2013/9/30,12,3476,57.33
2013/9/30,13,3472,62.67
2013/9/30,14,3484,66.00
2013/9/30,15,3434,67.67
2013/9/30,16,3413,68.00
2013/9/30,17,3440,68.67
2013/9/30,18,3522,68.33
2013/9/30,19,3675,66.00
2013/9/30,20,3756,58.33
2013/9/30,21,3560,55.33
2013/9/30,22,3234,53.67
2013/9/30,23,2899,51.33
2013/9/30,24,2612,50.00
2013/10/1,1,2435,48.33
2013/10/1,2,2337,46.33
2013/10/1,3,2296,47.33
2013/10/1,4,2288,47.33
2013/10/1,5,2383,47.33
2013/10/1,6,2657,47.33
2013/10/1,7,3139,47.00
2013/10/1,8,3346,47.33
2013/10/1,9,3395,49.33
2013/10/1,10,3448,54.33
2013/10/1,11,3496,60.67
2013/10/1,12,3518,66.00
2013/10/1,13,3522,70.33
2013/10/1,14,3546,72.67
2013/10/1,15,3529,75.00
2013/10/1,16,3520,75.67
2013/10/1,17,3541,76.67
2013/10/1,18,3590,74.67
2013/10/1,19,3709,72.67
2013/10/1,20,3777,65.00
2013/10/1,21,3537,60.00
2013/10/1,22,3236,59.00
2013/10/1,23,2883,57.67
2013/10/1,24,2621,55.33
2013/10/2,1,2462,54.33
2013/10/2,2,2370,53.00
2013/10/2,3,2317,52.33
2013/10/2,4,2309,52.33
2013/10/2,5,2391,51.00
2013/10/2,6,2659,50.33
2013/10/2,7,3103,50.00
2013/10/2,8,3328,51.67
2013/10/2,9,3398,55.33
2013/10/2,10,3469,60.00
2013/10/2,11,3554,64.67
2013/10/2,12,3582,69.33
2013/10/2,13,3600,73.67
2013/10/2,14,3641,76.00
2013/10/2,15,3645,78.33
2013/10/2,16,3625,78.00
2013/10/2,17,3608,78.67
2013/10/2,18,3611,77.33
2013/10/2,19,3729,74.33
2013/10/2,20,3794,70.33
2013/10/2,21,3621,69.33
2013/10/2,22,3306,64.00
2013/10/2,23,2926,61.67
2013/10/2,24,2648,62.00
2013/10/3,1,2475,60.67
2013/10/3,2,2351,59.00
2013/10/3,3,2290,57.33
2013/10/3,4,2267,53.33
2013/10/3,5,2356,51.67
2013/10/3,6,2602,49.00
2013/10/3,7,3045,48.00
2013/10/3,8,3254,46.67
2013/10/3,9,3327,51.67
2013/10/3,10,3393,58.00
2013/10/3,11,3456,64.33
2013/10/3,12,3474,69.00
2013/10/3,13,3474,70.33
2013/10/3,14,3498,73.00
2013/10/3,15,3477,73.33
2013/10/3,16,3453,73.00
2013/10/3,17,3455,72.00
2013/10/3,18,3480,69.33
2013/10/3,19,3635,68.33
2013/10/3,20,3688,61.00
2013/10/3,21,3521,58.00
2013/10/3,22,3239,55.67
2013/10/3,23,2891,54.00
2013/10/3,24,2623,53.00
2013/10/4,1,2439,53.33
2013/10/4,2,2349,52.33
2013/10/4,3,2283,50.33
2013/10/4,4,2278,49.33
2013/10/4,5,2350,48.33
2013/10/4,6,2603,46.67
2013/10/4,7,3062,46.33
2013/10/4,8,3298,46.67
2013/10/4,9,3380,50.67
2013/10/4,10,3449,53.67
2013/10/4,11,3503,59.00
2013/10/4,12,3486,61.33
2013/10/4,13,3456,63.00
2013/10/4,14,3443,64.00
2013/10/4,15,3400,65.00
2013/10/4,16,3344,65.33
2013/10/4,17,3343,65.33
2013/10/4,18,3388,64.33
2013/10/4,19,3533,63.33
2013/10/4,20,3537,60.67
2013/10/4,21,3386,58.67
2013/10/4,22,3152,58.33
2013/10/4,23,2872,57.00
2013/10/4,24,2589,57.00
2013/10/5,1,2416,56.67
2013/10/5,2,2308,57.00
2013/10/5,3,2255,57.00
2013/10/5,4,2226,57.33
2013/10/5,5,2259,57.33
2013/10/5,6,2359,56.33
2013/10/5,7,2545,56.00
2013/10/5,8,2807,55.67
2013/10/5,9,3043,56.00
2013/10/5,10,3165,57.33
2013/10/5,11,3194,58.00
2013/10/5,12,3171,59.00
2013/10/5,13,3136,60.67
2013/10/5,14,3080,62.00
2013/10/5,15,3045,63.00
2013/10/5,16,3032,62.67
2013/10/5,17,3078,63.00
2013/10/5,18,3200,61.33
2013/10/5,19,3362,60.33
2013/10/5,20,3341,58.67
2013/10/5,21,3204,57.67
2013/10/5,22,3002,56.00
2013/10/5,23,2752,56.00
2013/10/5,24,2536,55.00
2013/10/6,1,2352,54.33
2013/10/6,2,2255,54.00
2013/10/6,3,2206,54.33
2013/10/6,4,2186,54.33
2013/10/6,5,2201,53.67
2013/10/6,6,2270,54.00
2013/10/6,7,2418,53.00
2013/10/6,8,2627,52.00
2013/10/6,9,2919,52.33
2013/10/6,10,3102,52.67
2013/10/6,11,3176,52.00
2013/10/6,12,3202,52.67
2013/10/6,13,3228,53.67
2013/10/6,14,3214,53.33
2013/10/6,15,3186,54.00
2013/10/6,16,3199,53.67
2013/10/6,17,3325,52.00
2013/10/6,18,3472,51.67
2013/10/6,19,3584,52.00
2013/10/6,20,3486,51.67
2013/10/6,21,3295,52.00
2013/10/6,22,3015,52.67
2013/10/6,23,2701,53.33
2013/10/6,24,2475,53.67
2013/10/7,1,2328,54.00
2013/10/7,2,2256,55.00
2013/10/7,3,2231,55.00
2013/10/7,4,2237,55.67
2013/10/7,5,2337,56.00
2013/10/7,6,2626,56.00
2013/10/7,7,3130,56.67
2013/10/7,8,3462,56.67
2013/10/7,9,3536,57.33
2013/10/7,10,3558,58.67
2013/10/7,11,3610,62.33
2013/10/7,12,3637,63.67
2013/10/7,13,3625,65.67
2013/10/7,14,3636,65.67
2013/10/7,15,3615,67.33
2013/10/7,16,3607,68.33
2013/10/7,17,3673,69.33
2013/10/7,18,3731,67.00
2013/10/7,19,3826,65.67
2013/10/7,20,3703,63.67
2013/10/7,21,3472,62.33
2013/10/7,22,3188,61.33
2013/10/7,23,2895,60.67
2013/10/7,24,2626,59.00
2013/10/8,1,2442,58.00
2013/10/8,2,2339,57.00
2013/10/8,3,2307,56.33
2013/10/8,4,2294,53.33
2013/10/8,5,2363,51.33
2013/10/8,6,2643,51.00
2013/10/8,7,3139,50.00
2013/10/8,8,3345,50.33
2013/10/8,9,3372,51.33
2013/10/8,10,3415,54.00
2013/10/8,11,3441,55.33
2013/10/8,12,3428,57.33
2013/10/8,13,3404,58.33
2013/10/8,14,3403,60.33
2013/10/8,15,3356,62.00
2013/10/8,16,3317,62.00
2013/10/8,17,3332,62.00
2013/10/8,18,3411,61.00
2013/10/8,19,3633,58.00
2013/10/8,20,3674,53.33
2013/10/8,21,3517,50.67
2013/10/8,22,3224,44.00
2013/10/8,23,2883,43.00
2013/10/8,24,2613,41.33
2013/10/9,1,2440,40.00
2013/10/9,2,2335,38.67
2013/10/9,3,2286,38.00
2013/10/9,4,2286,37.33
2013/10/9,5,2389,36.00
2013/10/9,6,2678,36.33
2013/10/9,7,3185,35.67
2013/10/9,8,3385,35.00
2013/10/9,9,3412,38.33
2013/10/9,10,3412,43.33
2013/10/9,11,3404,48.33
2013/10/9,12,3378,53.67
2013/10/9,13,3347,58.33
2013/10/9,14,3340,60.33
2013/10/9,15,3322,61.00
2013/10/9,16,3296,61.67
2013/10/9,17,3329,62.00
2013/10/9,18,3428,60.67
2013/10/9,19,3647,56.67
2013/10/9,20,3665,51.33
2013/10/9,21,3523,49.67
2013/10/9,22,3236,46.67
2013/10/9,23,2885,45.67
2013/10/9,24,2607,43.67
2013/10/10,1,2446,42.33
2013/10/10,2,2344,41.67
2013/10/10,3,2312,41.00
2013/10/10,4,2314,40.33
2013/10/10,5,2402,41.00
2013/10/10,6,2702,39.67
2013/10/10,7,3195,39.33
2013/10/10,8,3404,39.33
2013/10/10,9,3430,40.00
2013/10/10,10,3451,44.33
2013/10/10,11,3470,47.67
2013/10/10,12,3443,52.00
2013/10/10,13,3409,57.00
2013/10/10,14,3406,59.67
2013/10/10,15,3375,61.00
2013/10/10,16,3360,61.67
2013/10/10,17,3382,60.67
2013/10/10,18,3485,59.00
2013/10/10,19,3703,56.00
2013/10/10,20,3697,51.67
2013/10/10,21,3533,50.33
2013/10/10,22,3257,49.67
2013/10/10,23,2919,49.33
2013/10/10,24,2644,49.00
2013/10/11,1,2460,48.00
2013/10/11,2,2372,47.00
2013/10/11,3,2303,45.67
2013/10/11,4,2300,45.33
2013/10/11,5,2390,44.00
2013/10/11,6,2643,43.67
2013/10/11,7,3109,43.67
2013/10/11,8,3340,43.33
2013/10/11,9,3396,45.00
2013/10/11,10,3426,47.67
2013/10/11,11,3448,52.00
2013/10/11,12,3435,57.00
2013/10/11,13,3413,61.67
2013/10/11,14,3391,65.33
2013/10/11,15,3359,67.33
2013/10/11,16,3306,68.00
2013/10/11,17,3307,66.67
2013/10/11,18,3371,66.00
2013/10/11,19,3559,62.33
2013/10/11,20,3543,58.00
2013/10/11,21,3394,53.67
2013/10/11,22,3159,52.00
2013/10/11,23,2882,50.67
2013/10/11,24,2600,48.33
2013/10/12,1,2394,48.00
2013/10/12,2,2292,46.00
2013/10/12,3,2232,46.00
2013/10/12,4,2218,45.00
2013/10/12,5,2257,44.33
2013/10/12,6,2360,44.33
2013/10/12,7,2582,44.00
2013/10/12,8,2841,44.33
2013/10/12,9,3097,47.67
2013/10/12,10,3233,51.00
2013/10/12,11,3269,55.33
2013/10/12,12,3246,57.67
2013/10/12,13,3206,60.00
2013/10/12,14,3161,61.00
2013/10/12,15,3124,61.33
2013/10/12,16,3124,61.00
2013/10/12,17,3203,60.33
2013/10/12,18,3342,60.00
2013/10/12,19,3502,58.00
2013/10/12,20,3439,55.67
2013/10/12,21,3286,54.00
2013/10/12,22,3074,51.67
2013/10/12,23,2825,50.33
2013/10/12,24,2590,49.00
2013/10/13,1,2388,49.00
2013/10/13,2,2285,47.33
2013/10/13,3,2235,46.67
2013/10/13,4,2214,45.00
2013/10/13,5,2237,44.67
2013/10/13,6,2307,45.00
2013/10/13,7,2463,46.33
2013/10/13,8,2687,46.33
2013/10/13,9,2959,47.33
2013/10/13,10,3116,50.33
2013/10/13,11,3160,52.00
2013/10/13,12,3131,55.00
2013/10/13,13,3100,58.67
2013/10/13,14,3056,59.00
2013/10/13,15,3018,60.33
2013/10/13,16,3041,61.33
2013/10/13,17,3145,60.00
2013/10/13,18,3300,59.33
2013/10/13,19,3528,57.33
2013/10/13,20,3478,52.67
2013/10/13,21,3318,51.67
2013/10/13,22,3041,50.00
2013/10/13,23,2775,47.00
2013/10/13,24,2525,47.33
2013/10/14,1,2362,46.33
2013/10/14,2,2275,45.00
2013/10/14,3,2251,45.00
2013/10/14,4,2260,44.00
2013/10/14,5,2347,43.00
2013/10/14,6,2564,43.00
2013/10/14,7,2932,41.67
2013/10/14,8,3226,42.67
2013/10/14,9,3415,44.00
2013/10/14,10,3515,47.33
2013/10/14,11,3551,49.67
2013/10/14,12,3509,51.67
2013/10/14,13,3461,56.00
2013/10/14,14,3425,57.67
2013/10/14,15,3385,59.33
2013/10/14,16,3366,59.00
2013/10/14,17,3415,59.67
2013/10/14,18,3585,58.33
2013/10/14,19,3791,56.67
2013/10/14,20,3715,56.00
2013/10/14,21,3514,56.00
2013/10/14,22,3214,55.00
2013/10/14,23,2871,54.00
2013/10/14,24,2595,53.00
2013/10/15,1,2418,52.33
2013/10/15,2,2314,51.00
2013/10/15,3,2265,51.00
2013/10/15,4,2269,51.33
2013/10/15,5,2362,51.00
2013/10/15,6,2644,50.67
2013/10/15,7,3129,51.00
2013/10/15,8,3363,52.00
2013/10/15,9,3420,52.67
2013/10/15,10,3445,54.33
2013/10/15,11,3481,56.33
2013/10/15,12,3451,58.00
2013/10/15,13,3421,59.00
2013/10/15,14,3426,61.67
2013/10/15,15,3385,61.67
2013/10/15,16,3363,63.00
2013/10/15,17,3394,62.67
2013/10/15,18,3526,61.67
2013/10/15,19,3750,59.67
2013/10/15,20,3684,58.00
2013/10/15,21,3532,57.00
2013/10/15,22,3209,55.33
2013/10/15,23,2870,53.33
2013/10/15,24,2612,52.33
2013/10/16,1,2430,52.00
2013/10/16,2,2334,52.67
2013/10/16,3,2292,53.67
2013/10/16,4,2302,54.33
2013/10/16,5,2395,54.00
2013/10/16,6,2666,54.67
2013/10/16,7,3160,54.67
2013/10/16,8,3391,54.33
2013/10/16,9,3418,54.33
2013/10/16,10,3435,56.00
2013/10/16,11,3464,57.67
2013/10/16,12,3463,58.00
2013/10/16,13,3412,59.00
2013/10/16,14,3420,59.67
2013/10/16,15,3394,62.00
2013/10/16,16,3386,61.33
2013/10/16,17,3420,60.67
2013/10/16,18,3552,59.33
2013/10/16,19,3757,58.33
2013/10/16,20,3708,57.00
2013/10/16,21,3518,56.00
2013/10/16,22,3224,54.33
2013/10/16,23,2871,54.00
2013/10/16,24,2603,54.00
2013/10/17,1,2420,52.67
2013/10/17,2,2338,53.67
2013/10/17,3,2276,54.00
2013/10/17,4,2282,52.67
2013/10/17,5,2363,53.00
2013/10/17,6,2639,53.33
2013/10/17,7,3145,53.33
2013/10/17,8,3394,53.00
2013/10/17,9,3433,53.33
2013/10/17,10,3448,54.67
2013/10/17,11,3481,57.33
2013/10/17,12,3500,61.67
2013/10/17,13,3478,66.00
2013/10/17,14,3477,69.00
2013/10/17,15,3442,69.33
2013/10/17,16,3415,71.67
2013/10/17,17,3408,70.33
2013/10/17,18,3488,68.33
2013/10/17,19,3715,63.67
2013/10/17,20,3686,57.33
2013/10/17,21,3508,55.00
2013/10/17,22,3220,52.00
2013/10/17,23,2889,52.00
2013/10/17,24,2623,52.00
2013/10/18,1,2445,52.33
2013/10/18,2,2338,53.00
2013/10/18,3,2292,53.00
2013/10/18,4,2298,53.67
2013/10/18,5,2386,55.00
2013/10/18,6,2645,56.67
2013/10/18,7,3112,55.67
2013/10/18,8,3354,55.00
2013/10/18,9,3416,55.00
2013/10/18,10,3452,56.33
2013/10/18,11,3488,59.67
2013/10/18,12,3477,61.67
2013/10/18,13,3429,64.33
2013/10/18,14,3416,64.00
2013/10/18,15,3374,64.00
2013/10/18,16,3313,63.33
2013/10/18,17,3305,63.00
2013/10/18,18,3367,62.33
2013/10/18,19,3554,59.67
2013/10/18,20,3482,57.33
2013/10/18,21,3345,54.67
2013/10/18,22,3128,52.33
2013/10/18,23,2861,51.67
2013/10/18,24,2588,50.00
2013/10/19,1,2396,50.33
2013/10/19,2,2294,48.67
2013/10/19,3,2250,47.67
2013/10/19,4,2222,43.33
2013/10/19,5,2265,43.00
2013/10/19,6,2384,42.67
2013/10/19,7,2598,41.33
2013/10/19,8,2837,41.67
2013/10/19,9,3075,42.67
2013/10/19,10,3152,48.67
2013/10/19,11,3168,54.00
2013/10/19,12,3128,58.00
2013/10/19,13,3079,60.67
2013/10/19,14,3027,63.00
2013/10/19,15,2988,63.00
2013/10/19,16,2975,62.33
2013/10/19,17,3060,61.00
2013/10/19,18,3229,59.67
2013/10/19,19,3393,58.67
2013/10/19,20,3308,57.00
2013/10/19,21,3168,57.33
2013/10/19,22,2970,57.33
2013/10/19,23,2747,55.00
2013/10/19,24,2532,53.33
2013/10/20,1,2359,54.00
2013/10/20,2,2240,53.33
2013/10/20,3,2178,53.00
2013/10/20,4,2159,52.00
2013/10/20,5,2178,51.00
2013/10/20,6,2253,50.00
2013/10/20,7,2413,51.00
2013/10/20,8,2617,50.00
2013/10/20,9,2876,49.67
2013/10/20,10,3025,51.33
2013/10/20,11,3081,54.33
2013/10/20,12,3090,56.00
2013/10/20,13,3088,57.33
2013/10/20,14,3047,58.00
2013/10/20,15,3000,57.33
2013/10/20,16,3008,59.00
2013/10/20,17,3093,58.33
2013/10/20,18,3294,57.00
2013/10/20,19,3551,54.00
2013/10/20,20,3477,53.00
2013/10/20,21,3283,51.33
2013/10/20,22,2988,49.00
2013/10/20,23,2706,45.67
2013/10/20,24,2479,45.00
2013/10/21,1,2333,42.33
2013/10/21,2,2257,40.00
2013/10/21,3,2234,37.00
2013/10/21,4,2250,38.33
2013/10/21,5,2375,37.00
2013/10/21,6,2669,36.67
2013/10/21,7,3187,35.33
2013/10/21,8,3428,37.00
2013/10/21,9,3437,37.67
2013/10/21,10,3432,43.00
2013/10/21,11,3470,49.00
2013/10/21,12,3440,54.33
2013/10/21,13,3404,58.00
2013/10/21,14,3389,60.67
2013/10/21,15,3338,62.33
2013/10/21,16,3316,63.00
2013/10/21,17,3342,62.67
2013/10/21,18,3513,60.33
2013/10/21,19,3775,57.33
2013/10/21,20,3700,56.00
2013/10/21,21,3495,55.00
2013/10/21,22,3213,54.33
2013/10/21,23,2872,55.00
2013/10/21,24,2593,55.00
2013/10/22,1,2425,52.67
2013/10/22,2,2334,52.00
2013/10/22,3,2296,51.33
2013/10/22,4,2292,50.33
2013/10/22,5,2378,50.00
2013/10/22,6,2668,49.33
2013/10/22,7,3183,49.33
2013/10/22,8,3400,48.67
2013/10/22,9,3429,49.00
2013/10/22,10,3449,51.33
2013/10/22,11,3489,54.33
2013/10/22,12,3508,57.00
2013/10/22,13,3492,58.00
2013/10/22,14,3490,56.00
2013/10/22,15,3442,56.00
2013/10/22,16,3427,56.00
2013/10/22,17,3483,56.33
2013/10/22,18,3641,56.33
2013/10/22,19,3817,54.33
2013/10/22,20,3729,52.33
2013/10/22,21,3532,50.00
2013/10/22,22,3244,48.00
2013/10/22,23,2896,45.33
2013/10/22,24,2618,44.67
2013/10/23,1,2451,40.67
2013/10/23,2,2365,40.00
2013/10/23,3,2333,38.33
2013/10/23,4,2329,38.33
2013/10/23,5,2426,39.00
2013/10/23,6,2743,37.33
2013/10/23,7,3305,36.67
2013/10/23,8,3530,35.33
2013/10/23,9,3521,35.67
2013/10/23,10,3484,41.33
2013/10/23,11,3484,45.67
2013/10/23,12,3465,48.33
2013/10/23,13,3413,50.00
2013/10/23,14,3388,50.67
2013/10/23,15,3350,51.33
2013/10/23,16,3346,52.33
2013/10/23,17,3415,51.33
2013/10/23,18,3627,50.00
2013/10/23,19,3816,48.33
2013/10/23,20,3737,46.00
2013/10/23,21,3538,44.67
2013/10/23,22,3266,44.00
2013/10/23,23,2954,42.67
2013/10/23,24,2682,42.67
2013/10/24,1,2478,44.67
2013/10/24,2,2373,43.67
2013/10/24,3,2332,42.67
2013/10/24,4,2330,41.00
2013/10/24,5,2434,40.33
2013/10/24,6,2738,38.33
2013/10/24,7,3274,37.33
2013/10/24,8,3490,37.00
2013/10/24,9,3493,36.67
2013/10/24,10,3483,41.00
2013/10/24,11,3490,43.67
2013/10/24,12,3486,45.67
2013/10/24,13,3450,47.33
2013/10/24,14,3432,47.33
2013/10/24,15,3393,48.67
2013/10/24,16,3386,48.33
2013/10/24,17,3456,47.67
2013/10/24,18,3664,47.33
2013/10/24,19,3858,46.67
2013/10/24,20,3785,45.33
2013/10/24,21,3611,44.33
2013/10/24,22,3341,44.00
2013/10/24,23,3019,43.33
2013/10/24,24,2736,42.33
2013/10/25,1,2532,41.33
2013/10/25,2,2429,40.33
2013/10/25,3,2395,40.00
2013/10/25,4,2391,38.33
2013/10/25,5,2494,36.00
2013/10/25,6,2774,34.00
2013/10/25,7,3300,33.67
2013/10/25,8,3488,33.33
2013/10/25,9,3511,35.00
2013/10/25,10,3495,39.00
2013/10/25,11,3515,42.33
2013/10/25,12,3500,43.00
2013/10/25,13,3448,45.00
2013/10/25,14,3409,44.67
2013/10/25,15,3341,45.33
2013/10/25,16,3297,46.00
2013/10/25,17,3339,45.67
2013/10/25,18,3491,45.33
2013/10/25,19,3699,43.33
2013/10/25,20,3624,40.67
2013/10/25,21,3496,37.67
